,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Barcelos,0,BR,1563420478,92,-0.97,-62.93,73.49,0.45
377,Cabedelo,0,BR,1563420479,94,-6.97,-34.84,71.6,5.82
378,Ocos,75,GT,1563420480,88,14.51,-92.19,78.8,8.63
379,Namatanai,78,PG,1563420481,78,-3.66,152.44,81.05,10.63
380,Semenivka,100,UA,1563420483,96,52.18,32.58,53.87,5.82
381,Linda,1,US,1563420484,33,39.13,-121.55,93.2,4.7
382,Talnakh,0,RU,1563420486,43,69.49,88.39,73.4,6.71
383,Salinopolis,50,BR,1563420487,75,-0.61,-47.36,82.67,14.38
384,Novikovo,0,RU,1563420488,90,51.15,37.89,56.03,4.88
385,Glace Bay,90,CA,1563420270,100,46.2,-59.96,66.99,9.17
386,Port Macquarie,0,AU,1563420484,32,-31.43,152.91,72.0,14.99
387,Lasa,20,CY,1563420492,83,34.92,32.53,77.0,9.17
388,Rampura,1,IN,1563420493,62,24.47,75.44,84.47,10.42
389,Galesong,2,ID,1563420494,77,-5.32,119.37,79.97,17.16
390,Agua Verde,75,MX,1563420496,70,22.89,-105.97,86.0,5.82
391,Shasta Lake,1,US,1563420497,30,40.68,-122.36,93.2,11.41
392,Lompoc,1,US,1563420294,82,34.64,-120.46,66.99,8.05
393,Numata,100,JP,1563420500,68,36.65,139.04,82.0,3.0
394,Souillac,20,FR,1563420502,87,45.6,-0.6,66.0,5.82
395,Itoman,75,JP,1563420503,83,26.12,127.67,84.0,23.04
396,Beringovskiy,62,RU,1563420504,59,63.05,179.32,68.45,7.05
397,Aklavik,75,CA,1563420505,64,68.22,-135.01,68.0,9.17
398,Dali,100,CN,1563420507,82,34.79,109.94,70.97,6.6
399,Eirunepe,48,BR,1563420508,95,-6.66,-69.87,71.15,1.36
400,Camden,90,US,1563420330,88,39.94,-75.12,75.2,7.36
401,Sainte-Maxime,90,FR,1563420511,88,43.31,6.64,71.01,3.36
402,Poum,0,MK,1563420512,81,41.28,20.71,50.0,3.36
403,Colares,75,PT,1563420513,88,38.8,-9.45,64.99,9.17
404,Atocha,0,AR,1563420515,93,-24.82,-65.48,50.0,1.28
405,Egvekinot,100,RU,1563420516,80,66.32,-179.17,51.89,4.85
406,Sivas,20,TR,1563420517,87,39.75,37.01,52.0,5.82
407,Comodoro Rivadavia,0,AR,1563420518,70,-45.87,-67.48,44.6,21.92
408,Sembakung,92,ID,1563420520,54,3.82,117.25,90.41,2.46
409,San Policarpo,67,PH,1563420521,65,12.18,125.51,86.45,18.5
410,Bonavista,100,CA,1563420522,80,48.65,-53.11,57.0,8.99
411,Dauphin,1,CA,1563420238,77,51.15,-100.04,69.8,6.93
412,North Vanlaiphai,69,IN,1563420526,78,23.13,93.07,80.69,0.45
413,Taraz,0,KZ,1563420527,19,42.89,71.39,89.6,2.24
414,Lorengau,17,PG,1563420528,80,-2.02,147.27,81.95,9.13
415,Anadyr,75,RU,1563420530,82,64.73,177.51,60.8,9.71
416,Volchikha,4,RU,1563420531,62,52.02,80.36,72.23,11.86
417,Marshall,1,US,1563420533,83,39.12,-93.2,84.2,14.99
418,Petropavlovsk-Kamchatskiy,66,RU,1563420534,60,53.05,158.65,73.4,8.95
419,Thinadhoo,100,MV,1563420535,72,0.53,72.93,82.85,9.28
420,Lingao,100,CN,1563420537,69,19.91,109.69,87.71,14.05
421,Lavrentiya,100,RU,1563420538,62,65.58,-170.99,60.53,4.09
422,Kamina,0,CD,1563420539,41,-8.74,25.0,56.03,6.02
423,Carupano,100,VE,1563420541,96,10.67,-63.26,72.23,3.33
424,Honningsvag,75,NO,1563420542,87,70.98,25.97,44.6,11.41
425,Tessalit,39,ML,1563420543,23,20.2,1.01,91.85,7.58
426,Amambai,100,BR,1563420544,74,-23.11,-55.23,56.57,14.16
427,Margate,75,AU,1563420545,53,-43.03,147.26,55.99,14.99
428,Garmsar,0,IR,1563420547,17,35.22,52.34,82.67,8.32
429,Amarpatan,0,IN,1563420548,57,24.32,80.97,87.89,5.26
430,Tiarei,20,PF,1563420549,57,-17.53,-149.33,78.8,8.05
431,Rio Grande,0,BR,1563420550,97,-32.03,-52.1,50.81,5.99
432,Claveria,87,PH,1563420551,72,8.61,124.89,84.0,5.01
433,Awjilah,0,LY,1563420553,81,29.14,21.3,69.35,8.23
434,Nichinan,75,JP,1563420554,94,31.65,131.31,84.2,8.05
435,Nong Phai,38,TH,1563420555,74,16.0,101.06,84.29,5.37
436,Deputatskiy,97,RU,1563420557,66,69.3,139.9,41.09,13.13
437,Tungor,8,RU,1563420558,77,53.39,142.95,65.75,10.63
438,Xuddur,30,SO,1563420559,82,4.12,43.89,67.91,13.98
439,Hit,0,IQ,1563420561,20,33.64,42.83,85.73,12.66
440,Kalat,31,PK,1563420562,35,29.03,66.58,76.37,8.46
441,Melville,1,CA,1563420563,93,50.93,-102.81,62.6,5.82
442,Soto la Marina,2,MX,1563420564,71,23.77,-98.21,81.41,11.56
443,Yakeshi,100,CN,1563420566,50,49.28,120.73,76.73,4.38
444,Kibala,20,TD,1563420567,78,9.11,18.35,77.0,6.93
445,Grimshaw,75,CA,1563420568,87,56.19,-117.61,60.01,2.24
446,Payo,100,ID,1563420569,51,-3.75,103.64,77.27,3.62
447,Luwingu,0,ZM,1563420571,90,-10.26,29.92,47.03,4.63
448,Ouegoa,29,NC,1563420572,60,-20.34,164.44,69.89,3.91
449,Tucuman,78,PE,1563420573,33,-17.17,-70.89,50.81,2.62
450,Gimbi,100,ET,1563420575,94,8.81,37.79,53.69,1.25
451,Terenos,0,BR,1563420576,55,-20.44,-54.87,64.4,14.99
452,Nanning,20,CN,1563420577,66,22.83,108.3,91.4,6.71
453,Hirara,75,JP,1563420578,94,24.8,125.28,78.8,31.09
454,Pingliang,100,CN,1563420579,85,35.54,106.68,63.77,4.47
455,Mount Pleasant,1,US,1563420315,78,33.16,-94.97,84.99,5.84
456,Salvador,95,BR,1563420582,76,-12.98,-38.48,76.73,12.01
457,Zhigalovo,63,RU,1563420583,54,54.81,105.15,78.35,6.26
458,Fortuna,0,ES,1563420584,83,38.18,-1.13,73.99,3.36
459,Sorong,66,ID,1563420585,68,-0.86,131.25,84.83,4.47
460,Ugoofaaru,100,MV,1563420496,83,5.67,73.0,80.33,29.35
461,Honiara,75,SB,1563420588,62,-9.43,159.96,89.6,5.82
462,Green River,1,US,1563420589,25,41.53,-109.47,73.4,13.87
463,Loa Janan,63,ID,1563420590,58,-0.58,117.09,88.07,3.78
464,Semey,0,KZ,1563420591,53,50.41,80.25,75.2,11.18
465,Karasjok,100,NO,1563420592,93,69.47,25.52,48.2,4.7
466,Dandong,25,CN,1563420593,64,40.12,124.37,79.97,8.48
467,Alice Springs,0,AU,1563420595,32,-23.7,133.88,66.2,11.41
468,Carutapera,12,BR,1563420596,90,-1.2,-46.02,75.11,3.38
469,Port Hardy,75,CA,1563420597,77,50.7,-127.42,59.0,4.7
470,Naro Moru,0,KE,1563420598,84,-0.17,37.02,53.69,13.73
471,Vagay,23,RU,1563420599,62,57.94,69.02,66.11,2.44
472,Gao,82,ML,1563420600,25,16.28,-0.04,95.99,7.85
473,Jataizinho,0,BR,1563420602,81,-23.26,-50.98,53.6,8.05
474,Salalah,90,OM,1563420603,100,17.01,54.1,77.0,3.36
475,Hofn,100,IS,1563420605,97,64.25,-15.21,41.45,16.24
476,Katsuura,75,JP,1563420606,94,33.93,134.5,82.99,17.22
477,Sabang,100,PH,1563420607,75,13.8,121.11,82.67,14.41
478,Kuching,75,MY,1563420608,58,1.56,110.34,87.8,10.29
479,Rio Gallegos,75,AR,1563420370,93,-51.62,-69.22,35.6,1.12
480,Prince Rupert,90,CA,1563420478,93,54.32,-130.32,55.4,5.82
481,Muravlenko,41,RU,1563420612,69,63.79,74.5,73.67,14.03
482,Marilia,0,BR,1563420613,49,-8.64,-48.82,73.31,1.39
483,Shitanjing,49,CN,1563420614,36,39.23,106.34,85.73,2.64
484,Caracollo,81,PE,1563420616,91,-14.92,-70.66,33.71,9.28
485,Hobyo,28,SO,1563420617,68,5.35,48.53,75.47,18.37
486,Saint Anthony,1,US,1563420618,38,43.97,-111.68,75.2,10.29
487,Quelimane,0,MZ,1563420619,87,-17.88,36.89,59.0,2.24
488,Prainha,13,BR,1563420620,97,-1.8,-53.48,72.77,1.9
489,Dahra,40,DZ,1563420622,78,36.25,0.85,73.4,5.82
490,Carnarvon,58,ZA,1563420623,27,-30.97,22.13,44.69,5.95
491,Juneau,90,US,1563420538,72,58.3,-134.42,62.6,5.82
492,Portsmouth,100,GB,1563420367,93,50.8,-1.08,63.0,6.93
493,Ravar,0,IR,1563420626,9,31.27,56.81,80.87,3.56
494,Kangaatsiaq,100,GL,1563420627,87,68.31,-53.46,43.43,13.11
495,Monteria,75,CO,1563420628,62,10.74,-74.19,86.0,11.41
496,Mayumba,0,GA,1563420630,95,-3.44,10.65,70.25,1.92
497,Villamontes,79,BO,1563420631,69,-21.26,-63.47,59.45,3.87
498,Kirakira,22,SB,1563420632,84,-10.46,161.92,80.15,15.3
499,Lindi,20,TZ,1563420633,100,-10.0,39.71,68.0,13.87
500,Normandin,5,CA,1563420634,87,48.84,-72.53,53.6,5.82
501,Norsup,40,VU,1563420635,57,-16.07,167.38,80.6,11.41
502,Kibuye,0,RW,1563420637,70,-2.07,29.35,63.41,7.34
503,Batagay-Alyta,55,RU,1563420638,78,67.8,130.41,35.33,18.23
504,Krasnorechenskiy,100,RU,1563420639,81,44.63,135.35,70.25,7.54
505,Waipawa,100,NZ,1563420640,74,-39.94,176.59,52.0,4.0
506,Karratha,0,AU,1563420641,11,-20.74,116.85,78.71,17.0
507,Kurchum,65,KZ,1563420643,36,48.57,83.65,71.33,6.44
508,Moose Factory,1,CA,1563420644,55,51.26,-80.61,62.6,8.05
509,Juegang,100,CN,1563420645,69,32.31,121.18,87.01,12.17
510,Nakusp,84,CA,1563420646,97,50.24,-117.8,55.99,1.01
511,Bulawayo,0,ZW,1563420647,47,-20.16,28.59,47.39,6.08
512,Trofors,95,NO,1563420649,93,65.54,13.39,48.2,1.12
513,Ormara,74,PK,1563420650,71,25.21,64.64,82.67,11.14
514,Kawalu,82,ID,1563420651,72,-7.38,108.21,73.13,7.45
515,Barguzin,68,RU,1563420652,55,53.62,109.63,70.79,3.65
516,Idritsa,100,RU,1563420654,90,56.33,28.9,54.23,4.12
517,Mamallapuram,40,IN,1563420655,66,12.63,80.17,89.6,8.05
518,Richards Bay,0,ZA,1563420656,38,-28.77,32.06,69.35,6.31
519,Chaumont,0,FR,1563420657,67,48.11,5.14,59.0,2.24
520,Ostrovnoy,1,RU,1563420659,74,68.05,39.51,50.27,8.46
521,Los Llanos de Aridane,90,ES,1563420660,64,28.66,-17.92,71.6,18.34
522,Kidal,92,ML,1563420661,28,18.44,1.41,92.75,8.14
523,Palu,87,ID,1563420662,73,-0.9,119.87,81.59,3.27
524,Mega,3,ET,1563420663,82,4.06,38.32,63.23,21.94
525,Alihe,0,CN,1563420665,36,50.57,123.73,87.89,1.86
526,Beech Grove,1,US,1563420416,100,39.72,-86.09,80.6,3.36
527,Scarborough,98,GB,1563420667,87,54.28,-0.41,62.01,8.05
528,Guerrero Negro,0,MX,1563420668,89,27.97,-114.04,66.65,9.48
529,Katobu,43,ID,1563420670,80,-4.94,122.53,80.51,7.83
530,Vila Franca do Campo,20,PT,1563420671,82,37.72,-25.43,64.4,3.36
531,Tigil,100,RU,1563420673,76,57.8,158.67,56.57,14.32
532,Mirabad,0,IR,1563420674,36,28.27,61.33,79.07,5.23
533,Alyangula,100,AU,1563420676,39,-13.85,136.42,82.4,13.87
534,Bontang,67,ID,1563420677,55,0.12,117.47,88.97,3.67
535,Finschhafen,77,PG,1563420678,86,-6.6,147.85,71.15,5.88
536,Saint-Francois,0,FR,1563420679,76,46.42,3.91,57.2,2.24
537,Cibinong,20,ID,1563420681,48,-6.48,106.85,90.0,4.7
538,Tanete,30,ID,1563420682,66,-3.94,119.78,84.83,18.32
539,Agfalva,75,HU,1563420683,77,47.69,16.52,62.01,4.7
540,Ulaangom,0,MN,1563420684,38,49.98,92.07,73.13,5.46
541,Mandalgovi,100,MN,1563420685,47,45.76,106.27,72.77,8.43
542,Lazaro Cardenas,75,MX,1563420687,57,28.39,-105.62,75.2,13.87
543,Gezing,75,AT,1563420688,77,47.92,13.13,63.0,4.7
544,Nioro,92,GM,1563420689,73,13.79,-15.05,79.61,10.42
