,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Adrar,0,DZ,1566661109,8,27.87,-0.29,111.2,8.05
375,Karpogory,100,RU,1566661327,97,64.0,44.44,52.56,3.13
376,Rawson,100,AR,1566661328,44,-43.3,-65.11,58.5,7.34
377,Paramonga,99,PE,1566661329,90,-10.68,-77.82,58.86,8.21
378,Coolum Beach,0,AU,1566661330,93,-26.53,153.09,53.01,2.75
379,Yanam,75,IN,1566661049,94,16.73,82.22,80.6,6.93
380,Novo Aripuana,66,BR,1566661333,44,-5.12,-60.38,92.7,4.47
381,San Cristobal,26,HN,1566661334,61,14.68,-86.92,78.12,5.14
382,Frontera,5,MX,1566661314,74,18.53,-92.64,86.0,11.77
383,Russell,90,US,1566660983,94,38.9,-98.86,71.01,13.87
384,Evensk,100,RU,1566661075,98,61.92,159.24,51.12,8.16
385,Muromtsevo,42,RU,1566661338,64,56.37,75.24,61.02,8.16
386,Kangaatsiaq,0,GL,1566661339,68,68.31,-53.46,40.68,9.95
387,Westport,1,US,1566661315,40,41.14,-73.36,73.99,9.17
388,Narsaq,75,GL,1566661342,48,60.91,-46.05,50.0,3.36
389,Conceicao do Araguaia,62,BR,1566661343,18,-8.26,-49.26,97.56,8.75
390,Kahramanmaras,20,TR,1566661344,25,37.58,36.93,97.0,8.05
391,Pangkalanbuun,100,ID,1566661345,84,-2.68,111.62,77.22,3.58
392,Alekseyevka,0,RU,1566661347,40,53.25,50.49,73.4,4.47
393,Berlevag,90,NO,1566661259,70,70.86,29.09,44.1,12.19
394,Mazatlan,90,MX,1566661349,83,23.22,-106.42,87.01,4.7
395,Ouro Sogui,54,SN,1566661350,33,15.61,-13.32,97.2,13.8
396,Moree,0,AU,1566661351,47,-29.46,149.84,55.4,9.17
397,Les Cayes,1,HT,1566661352,77,18.19,-73.75,83.52,19.89
398,Namibe,100,AO,1566661354,90,-15.19,12.15,68.22,12.95
399,Khash,0,IR,1566661355,14,28.22,61.21,71.28,12.28
400,Palauig,100,PH,1566661356,80,15.44,119.9,82.62,15.77
401,Komsomolskiy,93,RU,1566661175,65,67.55,63.78,47.7,8.86
402,Ormara,7,PK,1566661085,76,25.21,64.64,81.18,12.3
403,Saint-Joseph,66,FR,1566661182,54,43.56,6.97,86.0,6.93
404,Shumskiy,0,RU,1566661360,88,54.83,99.13,48.24,1.54
405,Bombay,90,US,1566661362,63,44.94,-74.57,70.0,4.7
406,Ardakan,0,IR,1566661363,10,32.31,54.02,91.4,9.17
407,Alekseyevsk,100,RU,1566661364,97,57.84,108.35,60.12,5.48
408,Salinas,1,US,1566661325,88,36.67,-121.66,68.0,1.41
409,Nanakuli,40,US,1566661366,83,21.39,-158.15,80.6,3.36
410,Jintur,100,IN,1566661368,80,19.61,76.69,77.94,7.67
411,Egvekinot,88,RU,1566661369,76,66.32,-179.17,44.28,3.13
412,Altamira,0,BR,1566661370,41,-3.2,-52.21,92.52,4.7
413,Bereda,20,ES,1566661374,68,43.27,-7.54,84.99,9.17
414,Noumea,90,NC,1566661375,63,-22.28,166.46,70.0,4.7
415,Meadow Lake,75,CA,1566661376,93,54.13,-108.44,59.0,3.36
416,Pribinic,20,BA,1566661378,51,44.61,17.69,86.0,3.36
417,Turukhansk,100,RU,1566661021,66,65.8,87.96,59.4,8.86
418,Broken Hill,6,AU,1566661380,71,-31.97,141.45,51.8,18.34
419,Saldanha,91,PT,1566661138,18,41.42,-6.55,94.14,8.19
420,Green River,1,US,1566661382,35,41.53,-109.47,70.0,4.7
421,Xuddur,100,SO,1566661383,53,4.12,43.89,82.62,20.2
422,Maniitsoq,0,GL,1566661370,63,65.42,-52.9,44.64,4.16
423,Tsumeb,0,NA,1566661385,10,-19.25,17.72,78.8,13.87
424,Diffa,65,NE,1566661387,64,13.32,12.61,81.72,16.2
425,Khuzhir,100,RU,1566661388,98,53.19,107.35,55.44,5.03
426,Cockburn Town,100,TC,1566661072,80,21.46,-71.14,83.34,17.9
427,Maniwaki,18,CA,1566661185,56,46.38,-75.98,65.7,6.26
428,Sola,100,TZ,1566661391,30,-3.17,33.8,81.54,2.46
429,Dingle,100,PH,1566661029,88,11.0,122.67,75.24,5.53
430,Bilma,89,NE,1566661394,30,18.69,12.92,95.22,4.92
431,Batemans Bay,0,AU,1566661395,59,-35.71,150.18,53.01,3.8
432,Nyimba,90,ZM,1566661396,29,-14.56,30.81,82.8,11.72
433,Baoro,100,CF,1566661397,95,5.69,15.95,69.66,1.66
434,Rantepao,59,ID,1566661398,98,-2.97,119.9,59.58,2.64
435,Manakara,0,MG,1566661399,83,-22.14,48.01,67.14,4.34
436,Tigil,94,RU,1566661401,89,57.8,158.67,47.16,1.21
437,Aschaffenburg,0,DE,1566661402,35,49.97,9.15,88.0,6.93
438,Talnakh,0,RU,1566661403,93,69.49,88.39,55.4,8.95
439,Coihaique,90,CL,1566661179,100,-45.58,-72.07,42.8,3.36
440,Bose,40,IT,1566661405,45,45.46,8.01,88.0,4.7
441,Mackay,75,CA,1566661406,93,53.65,-115.58,51.8,6.93
442,Yuli,0,CN,1566661407,90,24.82,106.77,70.92,2.01
443,Phalombe,77,MW,1566661409,76,-15.81,35.65,66.42,7.72
444,Preobrazheniye,100,RU,1566661410,97,42.9,133.91,54.9,1.88
445,Yingcheng,0,CN,1566661411,55,30.93,113.57,86.0,11.18
446,Tabou,85,CI,1566661412,73,4.42,-7.36,80.46,10.49
447,Taltal,0,CL,1566661360,64,-25.41,-70.49,60.3,5.26
448,Sangar,0,RU,1566661418,89,63.92,127.47,51.66,1.19
449,Nantucket,1,US,1566661250,64,41.28,-70.1,73.99,18.34
450,Palmer,20,AU,1566661212,87,-34.85,139.16,46.99,5.82
451,Okhotsk,80,RU,1566661210,95,59.36,143.24,51.84,5.84
452,Bechem,100,GH,1566661422,81,7.09,-2.02,79.92,4.56
453,Kendari,14,ID,1566661423,92,-3.99,122.52,72.18,1.5
454,Kamenka,69,MD,1566661425,45,48.03,28.7,82.0,4.0
455,Ekhabi,100,RU,1566661426,91,53.51,142.97,49.32,6.73
456,Griffith,1,AU,1566661227,49,-34.29,146.06,48.2,4.7
457,Port Hardy,90,CA,1566661207,100,50.7,-127.42,55.4,4.25
458,Burgeo,34,CA,1566661429,70,47.61,-57.61,63.36,12.3
459,Yangambi,62,CD,1566661430,52,0.77,24.47,88.74,2.35
460,Kaeo,100,NZ,1566661050,100,-35.1,173.78,52.0,1.01
461,Pihani,100,IN,1566661432,82,27.62,80.2,82.8,6.71
462,Raunheim,0,DE,1566661434,35,50.01,8.45,88.0,6.93
463,Abha,75,SA,1566661435,36,18.22,42.5,77.0,4.7
464,Ponta Delgada,75,PT,1566661436,88,37.73,-25.67,73.4,16.11
465,Soloneshnoye,58,RU,1566661437,66,51.65,84.32,57.6,7.52
466,Bassum,0,DE,1566661438,30,52.85,8.73,84.99,11.41
467,Olinda,40,AU,1566661440,87,-37.84,145.39,48.0,10.29
468,Kununurra,0,AU,1566661150,58,-15.77,128.74,59.0,2.24
469,Talisay,75,PH,1566661442,78,10.25,123.85,82.4,2.24
470,Zelenoborskiy,79,RU,1566661443,85,66.84,32.36,55.62,2.95
471,Leeton,1,AU,1566661444,69,-34.55,146.4,48.2,8.05
472,Wenatchee,1,US,1566661303,35,47.42,-120.31,71.01,14.99
473,Dakar,40,SN,1566661424,70,14.69,-17.45,87.8,9.17
474,Astara,40,AZ,1566661448,66,38.42,48.87,84.2,9.17
475,Urusha,72,RU,1566661449,91,54.05,122.9,54.36,1.79
476,Umm Lajj,0,SA,1566661283,72,25.02,37.27,87.3,6.4
477,Dhidhdhoo,93,MV,1566660950,79,6.88,73.1,81.54,12.64
478,Madaoua,100,NE,1566661452,50,14.07,5.96,88.02,8.52
479,Porosozero,74,RU,1566661320,88,62.72,32.71,58.5,7.7
480,Sobolevo,0,RU,1566661362,74,54.43,31.9,68.76,7.11
481,Novobirilyussy,98,RU,1566661455,97,56.95,90.69,53.82,5.37
482,Port Lincoln,42,AU,1566661035,60,-34.72,135.86,52.56,12.93
483,Acari,8,BR,1566661458,26,-6.44,-36.64,92.52,14.74
484,Tougan,100,BF,1566661459,82,13.07,-3.07,79.38,13.47
485,Jumla,42,NP,1566661460,97,29.28,82.18,53.82,1.88
486,Dallas,1,US,1566661023,78,32.78,-96.8,84.99,3.36
487,Mosquera,40,CO,1566661462,55,4.71,-74.23,62.6,14.99
488,Bilibino,26,RU,1566661248,60,68.06,166.44,44.64,4.7
489,Sandpoint,1,US,1566661464,77,48.28,-116.55,66.99,2.1
490,Amazar,45,RU,1566661466,90,53.86,120.88,52.92,1.23
491,Cap Malheureux,75,MU,1566661467,78,-19.98,57.61,71.6,14.99
492,Uva,23,RU,1566661468,64,56.98,52.19,64.0,4.68
493,Anloga,75,GH,1566661469,78,5.79,0.9,80.6,14.99
494,Nesna,20,NO,1566661491,72,66.2,13.02,62.6,2.24
495,San Andres,100,PH,1566661493,83,13.32,122.68,79.92,10.63
496,Scottsbluff,90,US,1566661494,88,41.87,-103.67,66.99,9.17
497,Tsuruoka,100,JP,1566661495,76,38.61,139.81,70.92,2.15
498,Hambantota,75,LK,1566661496,100,6.12,81.12,80.6,4.7
499,Teguise,20,ES,1566661497,39,29.06,-13.56,95.0,13.87
500,Luwuk,65,ID,1566661272,98,-0.95,122.79,62.64,4.81
501,Lagoa,0,PT,1566660979,42,37.14,-8.45,87.01,9.17
502,Riyadh,40,SA,1566661059,16,24.63,46.72,104.0,3.36
503,Vallenar,100,CL,1566661502,45,-28.58,-70.76,65.88,8.01
504,Cleethorpes,0,GB,1566661503,44,53.56,-0.03,82.4,9.17
505,Hualmay,99,PE,1566661014,90,-11.1,-77.61,58.86,9.13
506,Ingham,90,AU,1566661506,97,-18.65,146.16,63.36,2.33
507,Ewa Beach,40,US,1566661507,83,21.32,-158.01,80.6,3.36
508,Ulladulla,0,AU,1566661372,54,-35.36,150.48,46.4,2.24
509,Polaniec,0,PL,1566661510,47,50.43,21.28,80.01,11.41
510,Darab,0,IR,1566661511,9,28.75,54.55,74.88,10.76
511,Athmallik,99,IN,1566661512,87,20.72,84.53,79.38,3.85
512,Talara,40,PE,1566661513,290,-4.58,-81.27,62.6,23.04
513,Boa Vista,40,BR,1566661416,58,2.82,-60.67,87.8,8.05
514,Plettenberg Bay,0,ZA,1566661516,47,-34.05,23.37,67.5,4.47
515,Sooke,75,CA,1566661517,82,48.37,-123.73,63.0,3.36
516,Lasa,20,CY,1566660973,74,34.92,32.53,90.0,12.75
517,Haines Junction,100,CA,1566661149,95,60.75,-137.51,39.96,3.96
518,Inhapim,79,BR,1566661520,54,-19.55,-42.12,76.86,4.99
519,Igarka,100,RU,1566661521,84,67.47,86.57,57.6,11.03
520,Chicama,90,PE,1566661522,87,-7.84,-79.15,60.8,8.05
521,Fountain Hills,75,US,1566661224,48,33.61,-111.72,90.0,8.05
522,Tangara,74,BI,1566661525,35,-2.92,29.97,75.42,3.53
523,Mehamn,97,NO,1566661461,73,71.03,27.85,42.12,10.56
524,Teahupoo,0,PF,1566661527,83,-17.83,-149.27,71.6,1.12
525,Chara,20,GR,1566661528,31,39.42,22.43,93.2,11.41
526,Hobyo,88,SO,1566661145,70,5.35,48.53,79.74,26.35
527,Fukue,75,JP,1566661531,74,35.03,136.69,78.8,17.22
528,Noshiro,79,JP,1566661532,93,40.21,140.05,63.36,3.65
529,Khandagayty,56,MN,1566661533,82,50.73,92.07,39.06,1.97
530,Superior,1,US,1566661534,63,39.95,-105.17,71.01,8.3
531,Karratha,0,AU,1566661525,78,-20.74,116.85,65.16,8.79
532,Sorland,100,NO,1566661122,78,67.67,12.69,52.74,11.27
533,Demba,5,CD,1566661504,14,-5.47,22.27,98.82,1.52
534,Henties Bay,0,NA,1566661539,43,-22.12,14.28,69.3,18.37
535,Piracicaba,20,BR,1566661540,49,-22.73,-47.65,75.99,13.87
536,Rongcheng,0,CN,1566661541,58,37.16,122.42,66.0,4.97
537,Ankazoabo,0,MG,1566661543,18,-22.29,44.51,73.8,6.51
538,San Antonio Ilotenango,0,GT,1566661544,79,15.07,-91.2,64.0,3.94
539,Port Blair,100,IN,1566660914,82,11.67,92.75,82.08,23.67
540,Guanica,1,PR,1566661478,74,17.97,-66.91,89.01,13.87
541,Lashio,16,MM,1566661547,98,22.93,97.75,69.84,0.63
542,Comodoro Rivadavia,0,AR,1566661548,41,-45.87,-67.48,60.8,13.87
543,Kaman,0,TR,1566661549,29,39.36,33.73,84.78,18.37
544,Doha,0,QA,1566661551,67,25.29,51.53,102.2,10.29
545,Belmonte,66,PT,1566661552,35,40.36,-7.35,100.0,5.99
